Global Data Model,,Attribute Definitions for Business (ADB) Release 2.11,,,,Business Message Standard (BMS) Information (v3.1.35),,,,,"Associated Code List
Only a subset of code lists are included in the GDM Code Lists tab. Except as noted, all codelists can be found in the GS1 GDSN Navigator [https://navigator.gs1.org]",,,,,,,,"Market Stage Indicator

All data may be exchanged as preliminary data prior to being final.",,,,,,,Change Information,,,
YES,75,Brand Owner GLN (Global Location Number),The Global Location Number (GLN) that uniquely identifies the Brand Owner of the product.,"Show examples when:
• Brand Owner GLN = Info Provider GLN
• Manufacturer GLN = Info Provider GLN
• Distributor GLN = Info Provider GLN
• Service Company GLN = Info Provider GLN on behalf of the Brand Owner","Used by the seller to communicate the GLN of the brand owner to the buyer. It allows the buyer to identify the Brand Owner. Used by the buyer for internal validation and to support some B2B processes.
",gln,"The Global Location Number (GLN) is a structured Identification of a physical location, legal or functional entity within an enterprise. The GLN is the primary party identifier. Each party identified in the trading relationship must have a primary party Identification.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/brandOwner/gln,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/brandOwner/gln,NO,not applicable,,Global,Global,Global,Global,Global,Identifiers,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,77,Brand Owner Name,The name of the Brand Owner.,"Show examples when:
• Brand Owner Party Name = Info Provider Party Name
• Manufacturer Party Name = Info Provider Party Name
• Distributor Party Name = Info Provider Party Name
• Service Company Party Name = Info Provider Party Name on behalf of the Brand Owner",Used to provide the Brand Owner name to buyers and consumers.,partyName,The name of the party expressed in text.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/brandOwner/partyName,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/brandOwner/partyName,NO,not applicable,,Global,Global,Global,Global,Global,Identifiers,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,83,Data Provider GLN (Global Location Number),The Global Location Number (GLN) used to uniquely identify the party providing the product information.,"Show examples when:
• Brand Owner GLN = Info Provider GLN
• Manufacturer GLN = Info Provider GLN
• Distributor GLN = Info Provider GLN
• Service Company GLN = Info Provider GLN on behalf of the Brand Owner","Used to identify the source of product information.
Used by the buyer to determine the preferred or relevant data source for a product when data is received from multiple sources.",gln,"The Global Location Number (GLN) is a structured Identification of a physical location, legal or functional entity within an enterprise. The GLN is the primary party identifier. Each party identified in the trading relationship must have a primary party Identification.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/informationProviderOfTradeItem/gln,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/informationProviderOfTradeItem/gln,NO,not applicable,,Global,Global,Global,Global,Global,Identifiers,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,85,Data Provider Name,The name of the party providing the product information.,"Show examples when:
•  Brand Owner Party Name = Info Provider Party Name
•  Manufacturer Party Name = Info Provider Party Name
•  Distributor Party Name = Info Provider Party Name
•  Service Company Party Name = Info Provider Party Name on behalf of the Brand Owner","Used to name the source providing the product information.
Used by the buyer to determine the preferred or relevant data source for a product when data is received from multiple sources.",partyName,The name of the party expressed in text.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/informationProviderOfTradeItem/partyName,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/informationProviderOfTradeItem/partyName,NO,not applicable,,Global,Global,Global,Global,Global,Identifiers,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,91,Manufacturing GLN (Global Location Number),The Global Location Number(GLN) that uniquely identifies the party who owns the manufacturing process of the product.,"Show examples when:
• Brand Owner GLN = Info Provider GLN
• Manufacturer GLN = Info Provider GLN
• Distributor GLN = Info Provider GLN
• Service Company GLN = Info Provider GLN on behalf of the Brand Owner","Used by the seller to communicate the GLN of the owner of the manufacturing process to the buyer. It allows the buyer to identify the owner of the manufacturing process. Used by the buyer for internal validation and to support some B2B processes.
",gln,"The Global Location Number (GLN) is a structured Identification of a physical location, legal or functional entity within an enterprise. The GLN is the primary party identifier. Each party identified in the trading relationship must have a primary party Identification.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/manufacturerOfTradeItem/gln,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/manufacturerOfTradeItem/gln,NO,not applicable,,Global,Global,Global,Global,Global,Identifiers,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,93,Manufacturer Name,The name of the manufacturer.,"Show examples when:
•  Brand Owner Party Name = Info Provider Party Name
•  Manufacturer Party Name = Info Provider Party Name
•  Distributor Party Name = Info Provider Party Name
•  Service Company Party Name = Info Provider Party Name on behalf of the Brand Owner",Used to identify the name of the owner of the manufacturing process.,partyName,The name of the party expressed in text.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/manufacturerOfTradeItem/partyName,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/manufacturerOfTradeItem/partyName,NO,not applicable,,Global,Global,Global,Global,Global,Identifiers,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,112,Country Of Sale Code,The code representing the country where the physical or non-physical product is intended to be sold.,"An image of two identical products with French and German on the pack, target market of Germany and France.",Used to determine the intended country(ies) of sale.,targetMarketCountryCode,The code that identifies the target market. The target market is at country level or higher geographical definition and is where a trade item is intended to be sold.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/targetMarket/targetMarketCountryCode,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/targetMarket/targetMarketCountryCode,NO,CountryCode,58,Global,Global,Global,Global,Global,"Compliance, Regulatory & Import Classification",YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,115,Referenced GTIN Type Code,The code indicating the relationship to the referenced GTIN such as substituted or replaced.,"Image of the code list showing the relationship options: substitute, replacement, temporary replacement, equivalent.
Use the same example as Referenced GTIN",Used to inform the buyer of the type of relationship to the referenced product.,referencedTradeItemTypeCode,"A code depicting the type of trade item that is referenced for a specific purpose for example substitute, replaced by, equivalent trade items.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/referencedTradeItem/referencedTradeItemTypeCode,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/referencedTradeItem/referencedTradeItemTypeCode,YES,ReferencedTradeItemTypeCode,272,Global,Global,Global,Global,Global,Identifiers,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,116,Referenced GTIN,The GTIN of a product where a permanent or temporary change to the product needs to be referenced.,"Image of two very similar chocolate bars, with two separate GTINs, where one is replacing the other and is marked 'new and improved'.
Show along with Referenced GTIN Type Code","Used to inform the buyer of the referenced product GTIN.

Used by the buyer for inventory, marketing, placement, and pricing business workflows.",gtin,"A particular Global trade item Number, a numerical value used to uniquely identify a trade item. A trade item is any trade item (trade item or service) upon which there is a need to retrieve pre-defined information and that may be planned, priced, ordered, delivered and or invoiced at any point in any supply chain.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/referencedTradeItem/gtin,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/referencedTradeItem/gtin,NO,not applicable,,Global,Global,Global,Global,Global,Identifiers,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,123,Contact Address,The contact's postal or physical address.,"• Accounting contact details shown with accounting contact information shown on an invoice
• Product recall contact details shown with a recall notice and contact information
• Consumer Support contact details shown with consumer support phone number or website
• BZL - Licensee Registrar showing name and address of distributor, CXC - Consumer Support or GR - Goods receiving contact
• DQT - Contact for local sales representative, including GLN.

Show products for each code selected in the examples.

Include all of these related attributes in each of the examples to clearly demonstrate the relationship between them: Contact Type Code; Contact Method Code; Contact Information Available Time; Contact Address; Contact; Contact Information GLN (Global Location Number); Contact Details","Used by the seller to communicate to the buyer the contact's postal/physical address for business processes or consumer information. Postal/physical address is not an option in the Contact Method Code.
",contactAddress,"The address associated with the contact type. For example, in case of a contact type of CONSUMER_SUPPORT, this could be the full company address as expressed on the trade item packaging or label.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/contactAddress,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/contactAddress,NO,not applicable,,Global,Global,Global,Global,Global,Contact Information,See Remarks,See Remarks,See Remarks,See Remarks,See Remarks,See Remarks,"Different contact types are needed at different times depending on business processes. For example, Licensee Registrar is needed for List while Consumer Support is needed for Sell.

Some markets use derived attributes rather than GDSN attributes. May be dependent on market.",Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,126,Contact,"The contact, such as a person, company or department.","• Accounting contact details shown with accounting contact information shown on an invoice
• Product recall contact details shown with a recall notice and contact information
• Consumer Support contact details shown with consumer support phone number or website
• BZL - Licensee Registrar showing name and address of distributor, CXC - Consumer Support or GR - Goods receiving contact
• DQT - Contact for local sales representative, including GLN.

Show products for each code selected in the examples.

Include all of these related attributes in each of the examples to clearly demonstrate the relationship between them: Contact Type Code; Contact Method Code; Contact Information Available Time; Contact Address; Contact; Contact Information GLN (Global Location Number); Contact Details","Used by the seller to communicate to the buyer the name of the contact for business processes or for consumer information, relative to the Contact Type Code.
",contactName,"The name of the company or person associated with the contact type. For example, in case of a contact type of CONSUMER_SUPPORT, this could be the company name as expressed on the trade item packaging or label.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/contactName,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/contactName,NO,not applicable,,Global,Global,Global,Global,Global,Contact Information,See Remarks,See Remarks,See Remarks,See Remarks,See Remarks,See Remarks,"Different contact types are needed at different times depending on business processes. For example, Licensee Registrar is needed for List while Consumer Support is needed for Sell.

Some markets use derived attributes rather than GDSN attributes. May be dependent on market.",Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,127,Contact Type Code,The code specifying the type of contact for a product.,"• Accounting contact details shown with accounting contact information shown on an invoice
• Product recall contact details shown with a recall notice and contact information
• Consumer Support contact details shown with consumer support phone number or website
• BZL - Licensee Registrar showing name and address of distributor, CXC - Consumer Support or GR - Goods receiving contact
• DQT - Contact for local sales representative, including GLN.

Show products for each code selected in the examples.

Include all of these related attributes in each of the examples to clearly demonstrate the relationship between them: Contact Type Code; Contact Method Code; Contact Information Available Time; Contact Address; Contact; Contact Information GLN (Global Location Number); Contact Details","Used by the seller to communicate to the buyer the type of contact for business processes or for consumer information.
",contactTypeCode,The  general category of the contact party for a trade item for example Purchasing.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/contactTypeCode,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/contactTypeCode,YES,ContactTypeCode,56,Global,Global,Global,Global,Global,Contact Information,See Remarks,See Remarks,See Remarks,See Remarks,See Remarks,See Remarks,"Different contact types are needed at different times depending on business processes. For example, Licensee Registrar is needed for List while Consumer Support is needed for Sell.

Some markets use derived attributes rather than GDSN attributes. May be dependent on market.",Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,134,Contact Method Code,The code specifying the method of communication to reach the contact.,"• Accounting contact details shown with accounting contact information shown on an invoice
• Product recall contact details shown with a recall notice and contact information
• Consumer Support contact details shown with consumer support phone number or website
• BZL - Licensee Registrar showing name and address of distributor, CXC - Consumer Support or GR - Goods receiving contact
• DQT - Contact for local sales representative, including GLN.
• Email
• Mobile website
• Social Media
• Telefax
• Telephone 
• Website

Show products for each code selected in the examples.

Include all of these related attributes in each of the examples to clearly demonstrate the relationship between them: Contact Type Code; Contact Method Code; Contact Information Available Time; Contact Address; Contact; Contact Information GLN (Global Location Number); Contact Details","Used by the seller to communicate to the buyer the contact method for business processes or for consumer information, relative to the Contact Type Code.
",communicationChannelCode,"Code specifying the type of communication channel, for example TELEPHONE.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/targetMarketCommunicationChannel/communicationChannel/communicationChannelCode,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/targetMarketCommunicationChannel/communicationChannel/communicationChannelCode,NO,CommunicationChannelCode,50,Global,Global,Global,Global,Global,Contact Information,See Remarks,See Remarks,See Remarks,See Remarks,See Remarks,See Remarks,"Different contact types are needed at different times depending on business processes. For example, Licensee Registrar is needed for List while Consumer Support is needed for Sell.

Some markets use derived attributes rather than GDSN attributes. May be dependent on market.",Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,135,Contact Details,"The detailed information used to communicate with the contact, such as the telephone number, email address or web site address.","• Accounting contact details shown with accounting contact information shown on an invoice
• Product recall contact details shown with a recall notice and contact information
• Consumer Support contact details shown with consumer support phone number or website
• BZL - Licensee Registrar showing name and address of distributor, CXC - Consumer Support or GR - Goods receiving contact
• DQT - Contact for local sales representative, including GLN.

Show products for each code selected in the examples.

Include all of these related attributes in each of the examples to clearly demonstrate the relationship between them: Contact Type Code; Contact Method Code; Contact Information Available Time; Contact Address; Contact; Contact Information GLN (Global Location Number); Contact Details",Used by the seller to communicate to the buyer the value associated with the Contact Method Code that can be used to communicate with the contact.,communicationValue,"Text identifying the endpoint for the communication channel, for example a telephone number or an e-mail address.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/targetMarketCommunicationChannel/communicationChannel/communicationValue,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/targetMarketCommunicationChannel/communicationChannel/communicationValue,NO,not applicable,,Global,Global,Global,Global,Global,Contact Information,See Remarks,See Remarks,See Remarks,See Remarks,See Remarks,See Remarks,"Different contact types are needed at different times depending on business processes. For example, Licensee Registrar is needed for List while Consumer Support is needed for Sell.

Some markets use derived attributes rather than GDSN attributes. May be dependent on market.",Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,144,Product Information Effective Date/Time,The date/time when the product information becomes effective.,"The seller is making a minor change in compliance with the GS1 GTIN Management Standard (https://www.gs1.org/sites/default/files/docs/barcodes/GS1_GTIN_Management_Standard.pdf), such as package markings or a new accreditation label, and wants to inform buyer of the date/time the change will be begin.

Note:  In some instances, this value could be generated by a system.",Used by the data recipient to determine the date/time when the product information should be applied in their system. ,effectiveDateTime,Date on which the information of the master data is valid for order to pay.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemSynchronisationDates/effectiveDateTime,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemSynchronisationDates/effectiveDateTime,NO,not applicable,,Global,Global,Global,Global,Global,Product Life Cycle,YES,Final,YES,Final,YES,Final,Attribute is required during initial introduction and when product information changes.,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
